"sampleID","a_f1","a_f2","a_f3","a_f4","a_f5","b_f1","b_f2","b_f3","b_f4","b_f5","win"
2210,10484,9000,6146,3965,789,9399,8933,6124,3941,1052,1
2211,9780,8765,5888,4134,1557,10427,9217,6203,3886,1147,0
2212,11619,8907,5979,4209,1452,11720,9028,5986,4099,1164,0
2213,10194,8912,5922,4122,871,10564,8986,5707,3876,1400,1
2214,11775,9406,5783,3910,849,9794,8809,5954,3964,1074,1
2215,10131,9130,6094,4092,1086,10474,8798,5968,3977,1023,0
2216,11161,8973,5902,4252,1475,10545,8848,5874,3882,953,1
2217,10099,9015,6021,3962,930,11100,8861,5929,4154,713,0
2218,10279,9127,5810,3974,1254,9202,8653,5956,4009,882,1
2219,9806,8717,5820,4271,918,11733,9053,6055,3948,793,0
2220,10082,9083,5978,3981,926,9917,8969,6110,3924,783,1
2221,10573,8979,6198,3938,863,10179,9161,5871,4137,704,0
2222,10392,9038,6088,4174,1405,10030,9005,5983,4081,1163,0
2223,8686,9086,6023,3822,930,9945,8963,6122,3523,881,0
2224,10973,8780,5897,4053,771,10781,8773,6079,3798,1245,1
2225,9405,8783,5989,3924,1099,10115,8784,6033,4217,764,0
2226,10754,8833,6033,4136,1278,9878,9296,5999,3991,957,1
2227,9901,9165,6042,3849,978,8634,8971,5858,4191,1428,1
2228,10056,9028,6124,4017,889,9183,9111,6074,4005,1188,1
2229,10416,9155,5998,4044,931,9727,9243,5943,4054,722,1
2230,9280,8723,5990,3967,1053,10015,9057,6181,4322,819,0
2231,9946,9355,6078,3723,1119,10524,9130,5946,4049,741,0
2232,9442,8995,5921,4241,1055,11412,9305,5943,4019,731,0
2233,10545,8775,6063,3965,990,10935,8880,6013,4156,860,0
2234,10267,8834,6041,4201,605,9435,8929,6033,4205,1086,1
2235,8862,8971,5945,3957,1300,10452,8986,5934,3547,911,0
2236,9750,8905,6128,4248,1025,10035,9081,5942,3817,1056,0
2237,9521,8869,6112,4085,974,9754,9229,6123,3853,637,0
2238,9469,8956,6086,4068,993,10158,8990,5996,4057,1080,0
2239,10005,9006,6147,3770,1082,8939,8799,6050,3958,845,1
2240,8546,8649,6071,3997,830,9334,8898,6070,4314,1251,0
2241,11540,9373,6079,3947,999,9478,8844,5938,4023,1017,1
2242,10381,9380,5832,4209,1161,9638,9003,6006,3889,836,1
2243,8452,8718,5936,4008,1191,9343,9142,5993,4110,987,0
2244,9269,9108,6044,3784,851,11235,8924,6058,3923,1291,0
2245,10296,9097,5968,4099,1312,10324,8553,5989,4235,1017,0
2246,8165,8789,6118,3882,1287,9820,9173,6173,4092,1175,0
2247,9614,9142,6110,3968,1083,9795,9147,6114,4270,918,0
2248,9985,8912,5740,4175,873,8744,8984,6098,4048,1227,1
2249,11016,8867,6125,3849,912,8784,9443,6046,4271,730,1
2250,11341,9487,5792,4138,760,9914,9495,5946,3792,1340,1
2251,11059,9316,5959,3891,991,10183,8779,6139,3994,1438,1
2252,11185,9009,6125,3944,1019,10907,9380,5920,4175,844,0
2253,9603,8869,5844,3852,951,8835,8706,5962,4028,757,1
2254,10910,9194,6166,4167,1008,9589,8738,6024,3820,1090,1
2255,10033,9226,6045,3932,1055,9204,9086,5953,4073,1194,1
2256,11450,8838,5971,4066,1010,9609,9273,5886,3874,875,1
2257,10268,9061,6114,3838,985,9984,8660,5983,4163,874,1
2258,10549,9142,6165,3973,657,10145,8973,5964,3711,772,1
2259,10307,8897,6061,3787,1015,10315,8488,5776,4262,823,0
2260,10654,9215,6201,4241,1207,9947,8976,5847,4119,1317,1
2261,10307,9089,5936,3925,847,11144,8760,6182,3918,1177,0
2262,9641,8947,6099,3679,1146,10229,9034,5753,3994,997,0
2263,10086,9129,5882,4115,1135,11184,8816,6175,3984,812,0
2264,12352,8771,5952,3891,795,9151,8805,5970,3949,990,1
2265,9138,8834,6209,4008,950,10128,8679,5907,4067,1136,0
2266,10404,8939,6009,3957,974,10811,8815,6126,4027,1163,0
2267,10336,8721,6080,3895,880,10718,9296,5897,4145,1584,0
2268,10806,9368,5963,4046,1078,11494,8638,5945,4079,660,0
2269,8144,9174,5960,3870,1182,11320,8824,5760,4090,1397,0
2270,8991,9226,5918,3892,805,9773,9091,5865,4075,1233,0
2271,10103,8759,5922,4165,809,10844,8871,6090,4264,1525,1
2272,9258,8977,5758,3714,893,8920,9275,5985,4127,1221,0
2273,9656,8887,6258,4245,704,10757,9020,5970,3978,1183,0
2274,10543,9022,5939,3917,1102,10428,9023,5972,3843,1105,1
2275,9974,8809,6056,4186,806,9635,8955,6125,3914,826,1
2276,9375,8371,5817,3925,1047,10120,9124,5738,3715,1026,0
2277,9767,8985,5835,3808,805,9658,9554,6001,4117,1300,1
2278,11385,9245,6056,4163,477,10535,9149,5910,3847,1246,1
2279,11281,9320,5998,4410,917,8968,8897,6016,3954,1018,1
2280,9640,8757,5918,4226,779,11856,9318,5830,4132,897,0
2281,11237,8842,5899,3858,1123,9601,9201,6132,4398,759,1
2282,10489,9153,6065,3881,660,9232,8983,6004,3974,994,1
2283,10714,9225,5837,3822,613,9299,8779,6150,4021,737,1
2284,9229,8547,6213,4131,882,10823,8779,6107,3745,1064,0
2285,8770,8848,5901,4144,959,10536,9004,5850,3913,780,0
2286,11063,9007,5979,3635,1098,9866,9099,5976,3803,854,1
2287,9413,9002,6028,3567,1092,10006,9117,5879,4107,1123,0
2288,9495,9181,5951,4211,1084,9697,9011,6086,3855,801,1
2289,10176,9183,5984,4098,817,9312,9109,6077,4074,996,1
2290,8681,9162,5936,3864,1242,8834,8665,6164,3840,1089,1
2291,10474,8830,6166,3961,749,9603,9062,6195,3880,964,1
2292,11061,9053,6067,3967,1056,10603,9151,5748,3910,1029,1
2293,9908,9112,6058,4043,1292,8876,9096,5993,4173,892,1
2294,8618,8935,6068,3867,1102,9224,8845,6047,3828,1398,0
2295,9529,8952,5761,4014,934,10928,8719,5919,4007,868,0
2296,9554,9303,6192,3870,781,9555,9180,6047,3959,863,0
2297,10838,8780,6142,3734,1086,11306,8807,6002,4020,847,0
2298,10845,8935,5868,4065,1007,10048,9048,5825,3885,941,1
2299,10240,9143,6124,4009,913,9268,8791,6001,3924,1175,1
2300,9692,9191,6117,4203,553,9483,9176,6025,4059,1195,1
2301,9883,9180,6064,4154,1070,9873,8880,5982,4061,812,0
2302,10539,8660,6017,4008,973,9375,9090,6188,4201,881,1
2303,10649,9417,5938,4272,927,9287,8694,5899,3762,722,1
2304,11405,8806,6140,4027,1266,9420,8995,5900,4099,1236,1
2305,9026,8967,6183,4297,615,11151,9118,5968,3961,783,0
2306,10302,8995,5966,3849,716,9372,9026,5745,3965,972,1
2307,10207,8931,6025,4122,954,10298,9147,6013,4066,805,0
2308,8621,9222,6091,4222,1294,9718,8717,5893,3813,1113,0
2309,9831,8883,6362,3780,874,10090,9112,6119,4418,732,0
2310,9558,8962,5880,4278,1054,10157,8666,6083,4349,735,0
2311,9066,9006,5737,4235,1058,10510,9033,5920,4287,959,0
2312,10200,9012,5870,3929,1075,10166,9116,6065,3767,432,0
2313,8086,9017,5949,3776,826,9411,9250,6059,3981,1219,0
2314,10858,8833,5973,3758,975,9394,8921,6108,4066,761,1
2315,11196,9117,5994,4249,729,10140,8781,6244,4105,873,1
2316,11001,9313,5941,4128,1157,9628,8922,5997,3680,1178,1
2317,10731,9143,6019,3838,966,10410,9134,6031,4068,1168,1
2318,10198,9105,5802,4049,737,9547,8978,6112,3871,1280,1
2319,10129,9303,6234,3969,1325,8987,8960,6037,3991,736,1
2320,9909,8672,6072,3737,1075,10567,8549,5912,3901,1158,0
2321,9392,8909,6027,4251,1150,9801,9070,5982,4080,1208,0
2322,10167,8801,6197,3639,1013,10187,9001,5945,4061,1298,0
2323,10601,8899,5947,3874,912,8786,8823,6075,3889,845,1
2324,8953,9055,5916,4182,840,11104,9120,5840,3930,943,0
2325,9800,8825,6154,4016,897,8375,8910,6086,3955,1244,1
2326,9729,8803,5842,3908,1012,10017,9109,5824,3959,1162,0
2327,10243,9174,5931,4218,901,8973,9302,5936,4184,917,1
2328,9310,8995,5861,3740,1264,8687,9047,5774,4223,1078,1
2329,10768,9318,6173,4123,1034,10299,9130,6027,3984,1107,1
2330,9599,9112,6055,3897,1033,10471,8909,6017,4078,1142,0
2331,11016,8916,5987,4011,659,10930,9246,5840,3892,985,1
2332,9591,8991,5968,3971,654,11374,8911,5999,4073,1479,0
2333,10967,8988,5946,3919,841,9639,8862,5957,3786,1087,1
2334,9731,9143,5696,4070,1156,9124,9173,5829,4006,731,1
2335,10518,8965,5821,4085,980,8435,9004,6080,4058,1199,1
2336,10222,9303,6039,4004,857,9560,9047,5986,3867,944,1
2337,9927,9546,6131,3723,777,9030,9017,5973,4044,1043,1
2338,11196,9018,6154,3843,1425,11162,8955,6125,3783,839,0
2339,10147,9226,5988,3908,1276,10828,8977,6019,4205,1049,0
2340,10340,8912,6167,4105,837,11296,8843,6015,4077,692,0
2341,9886,8791,5956,4019,1327,9716,9349,6024,4041,652,0
2342,9675,9452,6073,3743,972,11132,9049,5814,4044,1286,0
2343,11767,8688,5845,3952,1222,10679,9322,5951,4034,1082,1
2344,9831,8765,6159,4070,767,9615,9129,6256,4024,1207,1
2345,10115,8873,6044,4128,751,9059,8757,5981,4070,1016,1
2346,10265,9164,5908,4084,981,11625,9090,5867,3911,1286,0
2347,10139,8917,5906,3882,808,8049,8952,5847,4029,963,1
2348,11143,8981,6087,4212,849,8688,8724,6257,3846,1220,1
2349,9065,9039,6017,3767,907,9148,9326,6152,4038,754,0
2350,9722,9237,6005,3934,1168,10164,8555,6091,4038,1144,0
2351,9090,9037,5828,4239,578,9020,8367,6105,3992,902,1
2352,9446,8994,6019,3927,606,9516,9095,5871,3787,1007,1
2353,10395,8858,5733,4024,994,11217,9079,5953,4244,1184,0
2354,10676,8815,5972,3993,1218,9382,9093,5905,4073,1005,1
2355,12278,8882,5876,3838,754,10405,9258,6072,3987,1131,1
2356,10402,9073,5897,3876,1125,10972,8740,6065,4040,1178,0
2357,9764,9038,6145,4214,842,9716,9154,6032,3924,993,1
2358,9196,8655,5907,4052,821,8900,9014,5886,3991,1117,1
2359,10324,8739,5891,4151,664,10309,8879,6122,3898,884,1
2360,10742,8838,6053,4114,1154,9835,8960,5871,4072,947,1
2361,9658,8783,6049,3967,1120,10478,9269,6135,3977,993,0
2362,10214,8989,5940,3842,1110,10744,8866,6030,3865,856,0
2363,10196,8752,6027,3917,942,9855,8718,5919,4064,1209,1
2364,9680,8880,5963,4121,1074,10934,8603,6140,4119,614,0
2365,10624,9220,5782,3726,696,10842,8970,6046,3831,1133,1
2366,8856,9294,6059,3983,1406,9591,8475,5776,4148,775,0
2367,11619,9198,6105,3994,535,11046,8748,5954,4215,968,1
2368,10043,8684,6133,4234,898,10452,9150,5870,3616,904,0
2369,10341,8917,5924,4129,1369,7599,9105,6148,4122,1196,1
2370,10086,8920,5889,4133,624,9488,9199,6027,4209,1133,1
2371,8940,9155,6001,3833,784,10651,8990,5810,4051,1282,0
2372,10472,8521,5939,3917,1042,10356,9183,6163,4252,776,0
2373,9908,9035,6049,4141,653,9035,8863,6233,4259,1168,1
2374,9182,8543,6151,3968,1051,11041,9023,5798,3919,1235,0
2375,10306,8430,5970,4042,1029,9582,9072,6074,4088,920,1
2376,8441,8783,5848,3989,942,10868,8610,6006,4125,1192,0
2377,11229,8919,6096,4207,1390,9817,8692,6073,3983,825,1
2378,9280,8540,6015,3985,931,9157,8696,5867,3973,794,0
2379,9901,8805,5946,3783,1076,8819,9186,5997,4007,933,1
2380,11482,9201,6015,4087,849,9291,8752,6220,3968,1014,1
2381,8841,9182,5855,3927,1310,11866,8821,5824,4026,934,0
2382,11342,8909,5996,3655,802,11351,8791,5959,4106,1389,0
2383,10646,9035,5832,3559,1357,9254,8843,5921,3992,943,1
2384,10573,8730,6013,3952,865,9875,9238,6051,4011,491,1
2385,8249,8901,6055,4071,1080,9836,8792,5978,3952,1274,0
2386,9806,8883,5862,3954,997,10007,9141,5943,4056,1099,0
2387,8885,9042,5953,3746,781,9558,9339,5933,3699,1034,0
2388,9433,9131,6029,3984,1193,10549,9323,5929,4345,1042,0
2389,10351,9209,6156,4210,651,9802,8607,6012,3855,950,1
2390,9293,9118,6171,4114,698,10015,8618,5934,3968,811,0
2391,10870,8841,6002,3917,1007,9909,9029,5842,4010,1010,1
2392,10039,8951,6025,3990,1014,9711,9078,6062,4070,1194,0
2393,8731,8825,6216,3719,931,10610,9049,5876,4291,1121,0
2394,10685,9222,6135,3911,903,9329,9253,5979,3646,972,1
2395,9518,9070,6006,3904,605,11169,9041,5723,4115,1105,0
2396,9170,8727,5972,4248,1118,9519,9236,5950,3943,1245,0
2397,10947,9401,5946,4066,823,10281,9285,5978,4273,1081,1
2398,10254,8995,5967,4131,803,9978,8883,5939,3914,1183,1
2399,10395,9058,6275,3789,1214,8923,9088,5750,3837,970,1
2400,10253,8957,5963,4155,758,9625,8800,5813,3941,1088,1
2401,9442,8961,6035,4084,919,10367,9410,5983,3795,978,0
2402,10014,9083,6050,3604,975,9344,8588,6244,4137,730,1
2403,9857,8584,6012,4385,843,10000,8818,6089,4252,527,0
2404,9480,8781,5917,3916,1198,11021,9335,6054,3962,840,0
2405,8647,9076,5780,4134,925,9448,8947,6091,3927,810,0
2406,10383,9191,6008,3956,824,10076,9001,6000,3994,964,1
2407,9466,9423,5994,4010,1094,9088,8932,6165,3962,860,1
2408,11054,8927,6129,4249,1177,9368,9081,6081,4248,1534,1
2409,10788,9068,6047,3943,1353,9402,8800,5920,3698,1261,1
2410,9761,9163,5797,3831,951,9119,8748,5981,4052,1334,1
2411,10260,9147,6170,3950,1008,10076,8975,6069,3844,820,1
2412,10743,8999,5977,4009,784,10311,9206,6076,3856,985,1
2413,9772,9202,5865,3772,847,10023,9048,6133,3988,791,0
2414,12418,8796,5834,4001,1023,9603,8891,5995,4088,1345,1
2415,10452,8942,6142,4022,1030,9567,8462,5940,3970,983,1
2416,9925,8840,5965,4046,1300,10989,9086,6062,3973,1055,0
2417,10044,8946,5862,4032,1252,10588,9031,6012,3902,995,0
2418,9969,8738,5899,4229,796,10587,8789,6006,4024,1001,0
2419,11047,9030,6062,4229,1308,9571,9270,6059,4051,1139,1
2420,10995,9216,5925,4213,1115,11140,9521,5996,3777,1090,1
2421,10109,8766,6002,3781,1083,10545,9083,5783,4112,1217,0
2422,9873,9133,5851,3967,940,9825,9005,6031,3834,1195,1
2423,10472,9161,6075,4062,964,9422,9544,6004,3889,1097,1
2424,9523,8898,5806,3869,1313,11313,8875,6197,4201,981,0
2425,10045,8624,6076,4029,1139,10101,8707,5866,4152,1014,0
2426,9851,9115,5984,3988,1085,10073,8600,5904,4078,817,0
2427,8867,9372,6073,3947,1166,10035,9103,5941,4301,960,0
2428,9549,9009,6121,4151,1331,9919,8925,6086,3888,885,0
2429,9113,9040,5964,3860,1023,9694,8975,5931,4154,1006,0
2430,10752,9085,5887,3960,988,9243,9189,6146,4102,899,1
2431,9062,9104,5951,4042,558,9491,9132,6255,3997,1459,1
2432,9904,8946,5981,3906,795,9226,9299,6067,3909,985,1
2433,9223,9222,6150,3921,761,9852,8528,5888,4033,900,0
2434,10076,8819,6237,4005,1254,10325,9013,6176,3946,687,0
2435,9621,8951,6010,4018,904,10243,9168,6023,4086,1290,0
2436,11882,9005,6128,4177,762,10102,9198,5973,3824,989,1
2437,9734,8933,5980,4211,1291,11393,8785,6064,4041,811,0
2438,10600,8935,6114,4167,1123,9077,8812,6035,3802,516,1
2439,10308,8854,6025,4138,1126,11773,9129,6018,4117,1030,0
2440,10543,9073,5927,3941,1147,9526,8791,6097,3916,354,1
2441,10819,9199,5934,4123,980,10145,8849,5900,4210,1000,1
2442,9611,9108,6129,3896,949,10279,8979,6002,3834,1345,0
2443,9093,9169,5989,4210,960,9853,8792,5984,4160,711,0
2444,10531,9124,6000,3867,1465,11379,9101,5902,3881,1145,0
2445,9259,8868,6081,4101,1022,9379,8920,5957,4166,806,0
2446,11092,8909,6102,3920,1113,10188,8840,5881,3932,919,1
2447,9125,9032,5901,4046,878,9366,9194,6082,4101,870,1
2448,7949,9067,5972,4060,873,11492,9153,5880,3961,758,0
2449,9154,8671,5755,3776,622,9782,9042,5861,3999,891,0
2450,9586,9148,5949,4050,1293,10409,9204,6032,4046,981,0
2451,11519,9105,5979,4124,796,10647,8630,6071,4080,1072,1
2452,10659,9193,5998,3879,1579,11592,8969,5935,3958,1107,0
2453,11259,9048,6049,4000,1125,9699,9071,5813,4242,600,1
2454,8949,9205,5926,3940,1531,9436,9024,6070,4046,1006,0
2455,10892,8789,6252,3921,809,11405,8694,6089,4164,811,0
2456,9514,9010,6095,3915,1265,9978,8839,6027,4111,1382,0
2457,10694,8934,5831,3982,1068,9465,8873,5871,3988,1170,1
2458,8445,9146,5984,3671,769,9277,9357,6041,4111,718,0
2459,10787,9322,5898,3816,814,10800,9144,5928,3928,1006,1
2460,9758,9014,5840,4048,810,6799,8844,6004,3847,783,1
2461,9851,8822,5726,3959,1129,8695,9008,6054,4079,911,1
2462,11060,8844,6285,3910,859,9352,8946,6092,4001,622,1
2463,10291,9018,5993,3858,841,9848,9025,5857,4055,1482,1
2464,10081,8925,6091,3852,1252,10388,9437,5974,4016,923,0
2465,10659,9339,5914,4082,1068,10697,9029,5986,4152,1005,1
2466,9289,9024,5981,4050,1132,9986,8790,5928,4040,1193,0
2467,8935,8913,5953,3899,1251,9929,9046,6081,4180,856,0
2468,10867,9072,5875,3658,1115,9643,9279,5923,4149,644,1
2469,11139,9450,6018,4511,746,10219,8927,5884,3959,684,1
2470,10400,8937,6125,4325,1175,10946,8721,6119,4144,1500,1
2471,9994,8856,5989,3989,1166,10922,9110,5892,3894,937,0
2472,11136,8784,5760,3910,995,9819,8780,5979,4122,1123,1
2473,10119,9150,5930,4166,1056,9862,8847,6151,4010,743,1
2474,10312,9376,6078,4040,946,9859,8960,5907,4112,1067,1
2475,10095,9125,5875,4123,1131,10166,8834,6067,4116,1289,1
2476,10602,9378,6288,4291,993,9097,9141,5863,4128,961,1
2477,9062,9151,5795,3976,1002,10544,9415,6089,4381,594,0
2478,9630,8920,6103,4121,1550,9125,8910,6041,4236,833,0
2479,9840,9134,6242,4184,1353,10022,8718,6200,3959,1081,1
2480,8704,9186,5956,4032,965,10958,9411,6043,3941,1080,0
2481,10618,9319,5950,4003,876,10501,9175,5945,4192,710,0
2482,10173,9072,5896,3828,704,10946,8928,6124,3843,1326,1
2483,9432,8950,5996,3995,836,10779,8653,6041,3996,885,0
2484,10281,8988,6073,4138,1085,8549,9125,5965,4459,840,1
2485,10138,9053,5928,4061,1190,9007,9231,6013,4031,899,1
2486,9436,9069,5826,4202,970,10877,9104,5937,3901,1038,0
2487,10051,9150,5911,3826,905,10759,9098,6254,4218,863,0
2488,9393,9029,6152,3938,1141,9662,8896,6068,3867,1113,0
2489,10429,9029,6003,4179,716,12288,9477,5815,4075,1093,0
2490,8888,8929,6043,4051,1096,10284,9354,5930,3779,1062,0
2491,10129,9210,6021,4261,801,8484,8930,5897,3972,1123,1
2492,10676,8565,5815,4235,951,11294,8864,5973,4341,1152,0
2493,10163,8925,6045,4127,949,10014,9187,5862,3935,946,1
2494,9377,8893,5910,3932,796,10286,8725,5932,4277,1501,0
2495,9132,9295,5931,4099,1332,9449,8892,6186,3705,1440,1
2496,8702,9333,6001,3962,1065,9939,8976,6178,4047,1093,0
2497,10365,8804,6132,3895,858,8468,8957,5801,3890,699,1
2498,10147,8952,6069,4205,918,10463,8619,6000,4273,695,0
2499,10046,9030,5864,3848,892,10553,8962,6004,4167,769,0
2500,10554,9083,5950,3761,650,9916,8741,5975,4132,1192,1
2501,8907,9299,6155,4168,909,9394,8898,5819,3911,983,0
2502,10431,9027,6034,4090,1260,8369,8714,6070,4153,896,1
2503,8942,9089,5926,4190,994,10317,8830,5820,3772,801,0
2504,9775,9132,6033,3954,1047,10478,9141,5866,3905,978,0
2505,8316,8963,6150,4082,739,9758,9233,6006,4048,856,0
2506,8706,8758,6344,3968,931,9289,8855,5947,3922,1092,0
2507,9421,9020,5915,3759,992,8540,8660,5938,4060,1227,1
2508,10245,8864,6127,3901,1238,10962,9302,6022,3983,587,0
2509,10180,8839,6029,4037,1148,10269,9143,6073,4185,910,0
2510,10749,8987,5840,3985,1502,11297,8906,6012,3975,952,0
2511,10354,9037,5892,4060,1124,10936,9204,6048,3802,984,0
2512,10364,8885,5958,4030,606,12893,9116,6028,3947,1248,0
2513,9230,8849,5920,3808,1081,10423,8998,5997,3824,1108,0
2514,9094,9258,6033,3816,1129,11114,8856,5956,3858,1049,0
2515,9520,8973,6066,4055,1063,10858,9194,6141,4070,622,0
2516,8580,9246,6042,4063,693,10506,9319,5966,4069,1005,0
2517,9927,8852,5874,3887,772,10126,9278,6006,3946,1138,0
2518,9814,9108,6004,3977,1048,8462,9039,5971,4041,1014,1
2519,9590,9029,5882,3903,1088,10376,8912,5909,4027,1161,0
2520,10148,9194,6060,4278,1243,8723,9320,6201,3939,1109,1
2521,8855,8882,5984,4070,1185,10716,8720,6046,3933,982,0
2522,8481,9003,6082,3938,783,9371,9326,5998,3759,902,0
2523,10457,9158,5844,3995,981,8842,8672,6042,3990,1405,1
2524,9219,8926,5993,3872,1110,10268,8978,5798,3736,1128,0
2525,9299,9034,6044,3747,1099,9468,9175,5940,3887,937,0
2526,9644,9041,5971,3971,1226,10501,8764,6117,4279,1260,0
2527,9381,9444,6074,3931,981,8927,9195,6060,3994,1250,1
2528,10985,8940,6107,3987,998,9215,9074,5786,3746,962,1
2529,10822,9178,6126,4154,1011,8826,8989,6084,4032,792,1
2530,10040,9713,5944,3883,1138,8713,8913,6154,4043,1339,1
2531,9832,9205,5923,4106,1311,10618,9035,5839,3725,906,0
2532,9510,9143,5927,4130,1337,12297,9056,6060,4020,969,0
2533,10796,9019,6137,4095,1183,9527,8968,5981,4179,929,1
2534,10191,8731,5842,4019,727,9179,8969,5796,4042,1081,1
2535,10170,9156,6085,3893,1154,10336,8848,5752,3977,777,0
2536,8803,8809,5972,3980,1178,10045,8955,5636,3882,1222,0
2537,10702,9278,5917,4145,954,10108,9272,6166,3814,807,1
2538,9517,9201,6177,4124,1094,10354,8987,5973,3778,1497,0
2539,10273,9101,5953,3804,1120,9425,8902,6013,3942,1198,1
2540,10040,9177,6050,3882,1182,10537,9229,5996,4258,1174,0
2541,11054,9186,6099,4192,516,10431,8863,6192,4104,1317,1
2542,11080,8901,6168,3975,676,10764,9113,5985,3987,1331,1
2543,11042,9024,6070,4037,561,9672,8787,5951,3801,647,1
2544,9930,8730,5895,3898,931,10456,9029,6006,3845,915,0
2545,9909,8784,6070,4057,576,9400,9021,5918,4031,1222,1
2546,10077,9043,5895,4070,1112,9514,9038,5944,3844,945,1
2547,10391,9032,5984,4078,953,10341,9031,5995,4063,732,0
2548,9976,8962,6069,4376,742,9182,8991,5986,3970,829,1
2549,8939,9184,6031,4110,874,9805,9130,5859,4160,1304,0
2550,9288,9131,5837,3981,628,10610,9148,6085,3994,1170,0
2551,9128,8999,6063,4001,779,9978,9092,6101,3892,1089,0
2552,9466,9241,6032,4253,667,9074,9079,5957,4086,1183,1
2553,11036,8947,6075,4034,1138,9630,8931,5836,3976,738,1
2554,9927,9079,5978,4041,1156,11302,9182,6095,4084,1146,0
2555,10536,9144,5890,3878,923,10421,9205,5852,4021,1305,1
2556,9929,8559,6074,4234,1081,10727,9041,5957,4087,1611,0
2557,10761,9061,5897,4011,644,9262,8962,5956,3828,1076,1
2558,8547,9081,6005,4260,1365,11984,8865,5894,4183,638,0
2559,9626,9102,6169,4020,1128,8397,9068,6012,4097,947,1
2560,9932,9350,6051,3998,1129,9860,8745,5789,4155,1450,1
2561,10302,8774,6123,3803,982,9379,9188,6098,4159,1087,1
2562,9816,9069,5731,3808,1023,10514,9140,5891,4328,1066,0
2563,9834,9109,5840,4262,1116,9809,8930,6152,4226,906,1
2564,10904,9341,5946,4114,849,10043,8908,6055,4089,994,1
2565,10500,8861,6065,3964,1150,10204,9064,5855,4132,1088,0
2566,9738,9081,6111,4086,1250,8474,8886,5974,4035,1048,1
2567,9948,8796,5952,3923,1281,9231,9056,5734,3920,1357,1
2568,10553,9069,5855,3953,1155,10195,8729,5911,3914,877,0
2569,8704,9063,5883,4095,1138,10052,9310,6122,3840,996,0
2570,10678,8875,5958,4122,1088,10193,9296,5852,3981,1098,1
2571,11096,9234,6030,4233,1179,10418,9264,6137,3928,1114,1
2572,9525,8990,5966,4048,994,9186,9419,6174,3750,715,1
2573,10043,8719,6107,4001,1320,11507,8882,5959,4168,671,0
2574,8769,8955,5935,4251,875,9776,8688,5955,3859,988,0
2575,9904,8999,6173,3878,1213,10391,8934,5895,3923,973,0
2576,10211,8971,6043,3933,972,10389,8844,6125,3806,676,1
2577,9394,8844,5964,4113,1111,11467,8866,6035,4230,919,0
2578,9919,8709,5929,3922,912,8778,8770,6156,3989,606,1
2579,9255,8772,5894,4086,1199,8457,9123,6122,4134,876,1
2580,9926,9155,5945,3908,1082,10657,8713,6053,4077,944,0
2581,9808,9111,5960,4280,812,10073,9234,6104,4100,664,0
2582,10398,9015,6007,4229,1258,9704,8915,5929,4184,1110,1
2583,10600,8809,6150,3803,1057,10168,9236,5982,3976,988,0
2584,11324,9021,5887,3970,1176,11649,8561,6062,3907,903,0
2585,10678,9018,5883,4040,821,8948,8857,6080,4004,901,1
2586,9673,8708,5930,3845,1163,10563,9096,5826,4368,1111,0
2587,9851,9204,6150,3948,572,9164,8849,6055,4294,652,1
2588,11388,9255,5962,3876,1218,9123,8980,6000,4045,820,1
2589,9050,8884,5872,4002,756,9050,8963,5977,3739,840,1
2590,9905,9203,5878,3899,1447,10674,8982,5920,3874,1194,0
2591,11914,9080,5809,4144,903,9816,9108,6016,4365,997,1
2592,9698,9127,5829,4279,763,9844,8966,5774,4047,957,1
2593,9047,8931,5940,3918,739,9922,8735,6041,4122,1387,0
2594,10226,9146,5968,3909,1020,8707,9098,5875,3909,1540,1
2595,8987,8854,5960,4206,745,8751,9081,5985,3884,712,0
2596,8860,9025,6119,3841,1171,10677,8749,6148,3857,1035,0
2597,9828,8939,5989,4159,1275,8969,9221,6096,4266,1122,1
2598,9052,8914,5775,3947,966,9917,9016,6067,3838,1058,0
2599,9630,8734,5838,3814,917,8871,9318,6008,3941,1295,1
2600,11007,9154,6053,4073,751,9861,8647,6166,4088,1046,1
2601,11574,9107,5919,3967,1505,12047,9229,6064,3839,705,0
2602,9434,8973,5910,4184,1012,11511,9054,6206,4026,912,0
2603,9653,8438,6090,3988,996,10224,9130,5882,3902,1090,0
2604,10205,8858,6155,3991,1276,10174,8959,5926,4239,944,0
2605,9164,8978,6097,3947,987,9930,8864,6092,4162,700,0
2606,9985,8961,5816,3909,912,10516,8868,6181,4430,632,0
2607,9161,9263,5949,3936,901,10521,9042,6210,4097,760,0
2608,9346,8521,5959,3980,992,9928,9006,6095,3832,1285,0
2609,9904,9122,5815,3846,1215,10018,8756,5957,4300,1018,0
2610,9929,8916,6089,3839,1614,10205,9165,5983,3946,1122,0
2611,10653,9016,5910,3921,1121,9540,9391,6057,3886,871,1
2612,9676,8841,6027,4140,1260,10571,8925,6010,4132,571,0
2613,10453,9337,5957,3951,1095,10931,8853,6092,4476,1085,0
2614,8633,9050,6027,3931,1207,11398,9174,6066,3921,944,0
2615,10214,9262,5951,3965,910,10468,8639,6065,3730,1370,1
2616,10677,8917,5856,4091,828,9863,9018,5815,3940,731,1
2617,9954,9237,6092,4115,1215,8185,9053,5884,4081,1154,1
2618,9886,9331,5865,4166,863,9318,9164,6223,4277,978,1
2619,9679,9052,6175,3929,1552,9885,9051,6169,3875,961,0
