"sampleID","a_f1","a_f2","a_f3","a_f4","a_f5","b_f1","b_f2","b_f3","b_f4","b_f5","win"
2899,10421,9251,5802,4250,1188,10027,9019,6109,4066,1204,1
2900,10721,8875,6004,4183,1045,11155,8917,6235,3944,1213,1
2901,9782,9051,6085,4249,1203,11673,8745,5904,3876,1040,0
2902,10238,8770,5920,4037,1290,10581,8931,6056,3958,1357,0
2903,10707,8780,6017,3702,954,8714,9125,5982,3931,517,1
2904,9909,9089,6028,3664,805,9617,8848,6085,3964,946,1
2905,8504,9076,5904,3880,1020,9849,9074,6028,4118,721,0
2906,10050,8850,5853,3927,981,9303,8793,5776,4064,1084,1
2907,10131,8887,6114,4118,833,10772,9051,6011,3905,1084,0
2908,9774,8934,6036,4002,952,11349,8810,6156,4075,1166,0
2909,10372,8975,6125,4051,1336,10526,9344,5849,4250,733,0
2910,12806,8751,6062,3873,1059,9132,9257,5961,3928,764,1
2911,10215,9186,5748,4044,1590,10653,9147,6044,3986,1360,0
2912,9601,8804,6105,3958,823,7684,9167,5996,3880,728,1
2913,9446,9002,5881,4192,935,10274,9140,6224,4056,1146,0
2914,9017,9083,6192,3874,926,11701,9095,5985,4076,823,0
2915,11203,9280,6050,3759,1249,10566,8964,5968,4105,754,0
2916,10661,8901,5865,4021,776,10093,8941,6108,4148,1340,1
2917,10161,8648,5917,3799,1054,11246,9307,6203,4177,1011,0
2918,11140,9181,5976,4127,947,9920,9636,5955,4176,1082,1
2919,10985,9059,5833,4039,722,11158,9019,5957,4051,1254,1
2920,8465,8982,5807,3811,813,9152,8995,6188,4164,560,0
2921,9293,8851,6053,4032,983,11222,8994,5815,3810,1028,0
2922,9677,8887,5950,3837,963,9525,8693,5796,3814,1515,1
2923,9694,9230,5852,3929,1028,10216,9103,5943,3901,1165,0
2924,9047,9299,6090,4037,962,11376,9165,6060,3842,1305,0
2925,10176,8871,6169,3911,819,9625,8772,6113,3910,1195,1
2926,10778,9140,6138,3710,864,8562,9071,5952,3991,1065,1
2927,10161,8978,5730,3858,377,10538,9078,5957,3770,939,1
2928,9598,9120,5928,3928,984,9331,8518,5903,3921,876,1
2929,10021,9001,6165,3872,1134,9868,9038,5912,3863,626,0
2930,10352,9068,5872,3879,1172,10691,8928,6078,3965,864,0
2931,10148,8642,6022,3732,1077,9017,9356,6062,3881,955,1
2932,11028,9074,5971,3934,818,10203,8953,6100,4313,787,1
2933,8892,9109,6175,3900,1069,10457,8687,5981,4229,786,0
2934,9525,8641,5773,4172,1294,11101,8707,5915,4188,685,0
2935,10096,8982,6092,3880,1361,9067,8621,5972,4018,1179,1
2936,9166,8927,5764,3895,955,8768,8961,6013,4175,1071,1
2937,8009,9196,6122,4208,785,11212,9459,5897,4117,853,0
2938,10321,8895,5809,3980,1008,9369,8940,5974,4151,1135,1
2939,8927,9322,5971,4069,1046,9519,9004,6131,3829,1065,1
2940,10177,8936,5952,3943,1142,10178,8997,5989,4123,1293,0
2941,8707,9087,6208,4039,635,9219,9086,5927,3894,1177,1
2942,11727,8909,5879,4098,832,10204,9072,6038,3985,1061,1
2943,10118,8798,5930,4229,762,10272,8917,5905,3865,810,1
2944,9319,8921,6047,4147,1413,11298,8808,5864,3901,1322,0
2945,10003,8989,5910,4117,890,9982,9040,5718,4101,1216,0
2946,9322,9045,5832,3768,1068,9245,8948,6062,3831,842,0
2947,8847,8856,5969,4010,894,9191,9177,5957,3801,659,0
2948,10268,8950,6019,4122,1172,9952,9089,5869,4138,432,0
2949,9787,8992,5874,4165,1228,9976,8921,6097,4078,925,0
2950,10953,8823,5967,3964,923,9475,8898,5925,4028,1302,1
2951,10278,8780,6098,3741,1150,11354,8599,5973,3981,731,0
2952,9285,8898,6211,4098,1056,11001,8667,5963,3749,873,0
2953,9965,8903,6244,4143,897,10210,8920,6086,4354,1065,0
2954,8825,9005,5952,3995,1343,10494,8773,5879,3863,969,0
2955,10104,8819,5909,4053,1206,9989,8997,6010,4035,940,1
2956,10925,9400,6126,4117,1086,10513,8763,5841,4128,1313,1
2957,9402,8839,5998,4004,809,11449,8924,6000,3988,790,0
2958,9383,8872,5979,4079,955,9973,8867,6128,3848,680,0
2959,9448,9062,6095,4046,1467,10000,9042,5933,3876,1120,0
2960,11743,8970,5965,3807,1220,8958,8957,6050,4085,845,1
2961,11362,9170,6068,3974,1155,8914,8763,5997,4288,955,1
2962,9506,9032,5933,4071,1149,10148,8935,6087,4122,1222,0
2963,10577,9000,5774,4016,777,11165,9137,6041,4246,967,0
2964,9459,8955,5898,4256,913,10646,9117,6141,4197,770,0
2965,10476,9031,5847,4198,1041,9420,9096,5871,4031,740,1
2966,9840,9225,6110,4108,1115,9648,8926,6183,4049,790,0
2967,9006,8873,5966,4021,884,8587,9175,6214,4074,1105,1
2968,10085,9053,5992,4063,1317,9317,9141,5980,3927,308,1
2969,10156,8689,6096,3993,1240,10510,9015,5955,4120,829,0
2970,10915,9024,5911,4150,1097,10272,8747,6164,3864,987,1
2971,10636,9420,5976,4005,714,9846,9284,6012,3819,1087,1
2972,9830,8909,6013,3864,1094,11335,9026,5913,3934,1058,0
2973,9894,8999,6063,4015,1137,9361,9309,6043,3860,744,0
2974,10445,9285,5984,3888,883,10283,9216,6048,3890,1040,1
2975,10038,9125,5964,3972,930,7861,9071,6121,3911,1543,1
2976,9091,8935,5995,3876,880,10298,8774,6123,3947,785,0
2977,9841,8827,6070,4121,782,11324,9106,5702,4037,683,0
2978,9829,8876,6096,4034,986,10125,9026,5855,4111,839,0
2979,10269,9038,6110,3918,1281,10083,8854,6028,4182,1160,1
2980,9206,8841,5980,3719,751,10895,8671,5991,3913,1152,0
2981,9152,8971,6067,3971,1193,10824,8757,5754,3957,1316,0
2982,10290,8598,5946,4027,968,9450,9209,6143,3816,773,1
2983,9781,9211,6008,3970,784,9956,9237,5932,3763,393,0
2984,10328,8994,6070,4014,1072,8423,9248,5925,3758,689,1
2985,10749,9274,5868,3891,1154,10574,8810,6076,4203,1077,1
2986,9984,8794,6123,3835,589,11090,9164,5970,3841,602,0
2987,10505,8694,5916,4072,867,9132,8897,6066,3948,1024,1
2988,9782,9087,5962,3665,1100,9234,9035,5911,4016,978,1
2989,9878,9111,5877,3897,837,10840,8939,6047,4095,1117,0
2990,9957,8691,5865,3846,1185,10566,9000,5917,3729,1125,0
2991,9381,8802,6109,4125,1006,10323,8806,6050,3838,875,0
2992,10747,8942,5933,3898,1572,9887,9259,6055,4173,1208,0
2993,10994,8895,6268,4026,953,9654,9130,5760,3831,683,1
2994,10832,9038,6160,4149,879,9921,9159,6119,4046,807,1
2995,10259,9439,5962,3878,1204,10457,8824,6058,4053,1115,0
2996,9416,8888,6130,4023,918,10326,8972,6005,4030,1157,0
2997,10323,9026,5985,3991,647,9120,8919,5853,3877,911,1
2998,10180,8983,5894,4042,1301,10702,8924,5861,3804,1066,0
2999,10612,9225,6006,3902,958,9810,9150,5962,3980,1299,1
3000,9680,8765,5957,3806,1127,10854,9148,5892,3531,1227,0
3001,9947,8904,5966,3954,1163,8788,9228,6095,3794,929,1
3002,9839,9214,6086,3999,1208,9836,8945,6063,4111,1147,1
3003,10010,9128,6058,4177,1268,9888,9157,6018,3860,1281,1
3004,8919,9105,6151,3983,1315,11412,9088,5998,3937,545,0
3005,10340,9228,6113,3954,1214,10285,8989,6108,4215,744,0
3006,9888,9161,6207,3974,1175,8760,8918,6000,3942,1158,1
3007,11284,9034,5987,4068,941,8860,8979,5959,3747,1342,1
3008,9776,9209,5944,4199,969,9848,8361,6043,3882,1616,1
3009,10713,9215,5855,3924,920,9371,8733,5946,4000,908,1
3010,9061,9006,6091,4021,919,10296,9082,5957,3834,908,0
3011,11015,9023,5805,3895,1037,11208,8864,6118,3957,1140,1
3012,9581,8652,5934,3988,775,9473,9093,5961,3985,813,1
3013,9543,8938,6026,3913,1194,10454,8811,6062,3952,750,0
3014,10544,8739,5969,3748,774,10677,9051,6036,3923,969,0
3015,10456,9217,5951,4014,1220,8216,8994,6129,3984,1001,1
3016,11437,9173,6142,3894,1217,10321,9009,5923,3966,1335,1
3017,9696,9224,6069,4037,806,8425,8887,6045,4157,1172,1
3018,9669,9055,5820,3964,1122,9840,9279,6120,4044,1337,0
3019,10327,9112,6125,4012,858,10191,9055,6141,3616,630,1
3020,10666,9191,5934,4299,903,9867,9021,5708,3957,434,1
3021,8697,9215,6011,3953,1061,10600,9169,6073,4023,880,0
3022,8145,9058,5866,4135,898,11061,8872,5788,3904,1252,0
3023,9882,8694,6190,4130,1030,9439,8639,5893,3929,909,1
3024,10304,8903,5859,3903,679,10158,9165,5981,3941,1142,1
3025,8546,8920,5915,3909,1186,10266,9307,5773,3881,560,0
3026,9811,9082,6052,3999,1291,9352,8660,5845,4008,878,0
3027,9953,8730,5885,3936,1157,9364,9202,5813,3977,998,0
3028,10476,8778,5937,3744,1029,9911,8689,5969,4046,1370,1
3029,11028,9208,6291,3829,808,9086,8961,5883,4007,1520,1
3030,9166,8734,5889,4226,1183,8785,8674,5943,3780,1446,1
3031,9904,9363,6078,3951,1131,8901,9289,6072,3860,1123,1
3032,8683,8855,5950,3912,1184,9280,8769,6094,3931,1090,0
3033,12060,8827,6191,4030,1222,9408,8962,6145,4203,1092,1
3034,9853,8766,6079,3903,1198,8978,8944,6077,4047,814,1
3035,8873,8839,6084,4004,1020,10028,8962,6102,4069,773,0
3036,10947,9041,5972,4124,952,10366,9293,6118,4170,923,1
3037,9954,8876,6029,4158,1166,12359,8821,5886,3807,882,0
3038,11115,8916,6067,3826,906,9615,9064,5968,4060,1386,1
3039,11828,9386,6116,3887,1254,9326,9370,6023,4051,545,1
3040,9964,9133,5902,3949,1028,9759,8842,5869,3921,787,0
3041,8366,8658,5700,3684,1048,11115,8978,5913,3889,1190,0
3042,10094,9030,6092,3977,1149,8852,9017,6047,4287,1388,1
3043,10335,9123,6221,3958,877,9311,8970,5954,4216,911,1
3044,10263,8966,6218,4052,1060,9265,9322,5860,4211,1035,0
3045,11022,8935,5962,4091,1187,10615,9163,5986,4079,1052,1
3046,10161,9184,6022,3655,915,10414,8972,5855,4096,798,0
3047,10929,8858,5961,4145,1000,10615,8918,6268,4132,920,1
3048,9816,9067,5893,3991,675,9211,8996,6007,4178,1314,1
3049,8306,8776,5975,3922,1136,9011,8767,6053,4318,715,0
3050,8329,8874,6235,4068,944,9059,9108,5911,4140,694,0
3051,11128,9034,6188,4110,761,10792,8991,6097,3729,1000,1
3052,10056,8923,5941,3806,894,10292,8812,6018,4065,845,0
3053,9500,9007,5854,3828,1192,10991,9180,5975,3815,900,0
3054,9278,8889,6115,4077,1130,11628,9108,5878,4075,1090,0
3055,9139,8913,5938,4072,1293,10177,9108,5833,3856,1161,0
3056,10366,8989,6061,3782,1130,9704,8512,6149,3859,945,1
3057,11039,9042,5892,3690,1107,10143,9075,5996,3768,1122,1
3058,9790,9466,5991,4073,776,10642,9053,5956,3694,709,0
3059,12299,9127,6054,3989,996,10313,9066,5888,4204,785,1
3060,9035,9078,5915,3854,1098,10192,8970,5833,4058,955,0
3061,10665,9004,5884,4296,1007,9927,8520,5949,3978,680,1
3062,12074,8981,6126,4182,899,9842,9056,6164,3757,1282,1
3063,10266,9364,6158,3973,1214,9869,9080,6106,3956,1029,1
3064,10560,8957,6111,4032,835,9767,8379,5672,4286,1267,1
3065,9776,9361,5770,3882,777,10367,8931,6049,3799,1211,1
3066,11140,9179,5722,4105,1352,10377,9074,5999,3707,823,1
3067,10406,9352,5973,3864,666,10260,9312,5993,3912,958,1
3068,10537,8904,6090,3899,827,10721,8904,6128,4199,1193,0
3069,10073,8804,6029,3797,941,10973,8953,6100,4226,1164,0
3070,10909,9065,6102,4021,1117,10021,8454,6045,3993,1290,1
3071,9948,9196,6143,3996,802,9593,8973,5962,4232,797,1
3072,10426,8830,6019,4116,1042,9650,8988,5977,3958,1205,1
3073,10010,9075,6014,4061,1026,10564,8989,6053,4078,1140,0
3074,9389,9167,5761,4198,1000,8212,9180,6068,4169,935,1
3075,10567,8684,5987,4006,836,10145,8551,5934,4006,947,1
3076,9364,9137,5961,3868,1367,10185,8971,5976,3898,931,0
3077,10048,8882,6013,3902,755,9854,9068,6110,4138,1127,0
3078,10947,9122,5948,3978,1047,10655,8985,5881,3966,1064,1
3079,9583,9023,5952,3771,1139,9825,8670,6080,3824,850,0
3080,9347,9113,6001,3948,1320,8920,8752,6058,4379,887,0
3081,9644,9138,5984,3842,1095,10002,8844,5902,3957,840,0
3082,8824,8845,5928,3856,1150,10745,9325,6145,4095,917,0
3083,9688,8857,5909,3973,764,9379,8690,6146,4066,884,1
3084,9592,8553,6268,3983,1030,10416,9331,5983,3746,1162,0
3085,8950,9179,5910,3910,698,10418,8841,6052,3855,921,0
3086,8536,8703,5969,4066,1012,10071,8895,6091,4167,896,0
3087,9728,8821,5860,3895,902,10698,9116,6071,4085,1301,0
3088,9931,8950,5831,4253,1451,8476,8725,5887,3850,771,1
3089,10240,8863,5971,4360,817,9696,8910,5955,3826,923,1
3090,11478,9239,6211,3635,961,10961,9024,6000,4027,1081,0
3091,10590,9247,6142,3840,956,10015,9461,5892,3514,802,1
3092,9566,9110,5849,4014,1284,10430,9131,6129,3854,598,0
3093,9848,9023,5773,3937,859,11448,9248,6049,4161,1020,0
3094,10366,9140,5827,4216,1288,10142,8987,5999,4134,1346,1
3095,8893,8721,5845,4029,898,9130,9215,6024,3561,1012,1
3096,9781,8817,5923,3860,1239,11145,9117,5930,4012,1092,0
3097,10090,8662,5936,3901,1137,11050,9160,6014,3936,1299,0
3098,10123,9098,5878,4061,916,9981,8629,6198,3859,1032,1
3099,9208,8886,5915,3992,1211,9163,8779,5880,4176,1062,1
3100,8831,8814,5981,3684,1083,10111,8857,6034,3873,1352,0
3101,12165,9272,6084,3918,1290,9136,8993,6176,4261,1106,1
3102,10018,8942,6157,4179,874,9168,8935,5964,3927,1259,1
3103,9953,9051,6113,3868,1520,10478,8879,5800,4001,904,0
3104,11335,9168,6021,3844,858,11857,9074,5794,3730,1397,0
3105,9961,9156,5961,3862,927,9335,8720,5987,3801,1029,1
3106,10460,8721,5906,4181,1240,9422,8986,5951,3934,756,1
3107,9535,9041,6327,3757,1201,9318,9271,6324,3906,1225,0
3108,9122,9172,5957,4000,703,10683,9287,6016,4176,887,0
3109,9031,8871,6166,3941,1106,10013,8908,6080,3709,932,0
3110,10307,9075,6067,4059,1046,11118,9024,5906,4127,963,0
3111,9974,8908,6035,4005,1009,8858,8920,6144,3855,732,1
3112,10146,8892,5945,3941,1233,10528,9075,5998,3702,703,0
3113,10543,8850,6088,3917,1293,10947,9183,5797,4072,759,0
3114,10916,9088,6043,3756,840,9383,8948,6009,3953,1026,1
3115,9208,8976,6157,3802,1180,9489,9339,6036,3955,970,0
3116,9190,9289,6041,4242,1106,9398,9053,5945,4121,1253,1
3117,10089,9122,5998,3885,764,9989,9073,5934,4114,858,1
3118,8816,8750,6043,4444,899,10491,9153,5882,4144,942,0
3119,10034,8863,6094,3990,774,9391,9139,6167,3959,1164,1
3120,10163,8890,6096,4089,1045,9943,9010,6081,4120,1255,1
3121,9644,9080,6065,3907,1259,11274,9189,5990,3921,1040,0
3122,11183,9187,5980,4058,953,9689,9116,5960,4080,1163,1
3123,9844,8651,6025,4122,1066,9584,9097,6045,3896,1276,1
3124,11577,8923,5914,4030,880,10102,9224,6212,4129,824,1
3125,12049,8813,5935,4039,838,9112,8798,6104,3965,860,1
3126,11108,8771,5836,3891,1150,10073,9011,6053,3939,837,1
3127,8821,9135,6070,3829,976,9771,9480,5742,4070,1115,0
3128,9615,9248,6145,3835,974,10796,9223,5881,3736,872,0
3129,9117,9026,5773,4059,718,9650,8873,5817,4105,958,1
3130,10703,8689,6098,3846,1379,11618,8952,5992,4157,1366,0
3131,10184,8816,6046,4267,846,9431,8747,6189,3940,791,1
3132,9577,8835,5945,3866,1003,9293,8856,6012,3892,1132,1
3133,9879,9336,6022,4203,655,10556,9036,5939,4221,604,0
3134,9257,9330,5945,3988,1038,9425,9345,6177,4200,765,1
3135,10273,8986,6077,4057,897,10196,8983,6003,3823,1376,1
3136,8709,8961,6215,4207,1062,10541,9062,5883,4133,1099,0
3137,11122,8764,5794,3824,723,9358,9038,5913,4086,1211,1
3138,10417,9166,6035,3871,1117,9699,8859,6029,4030,1219,1
3139,9746,9263,6073,3920,1032,10260,9331,5877,3812,989,0
3140,10626,9028,6138,3986,1017,10991,8721,5932,3916,894,0
3141,8583,9388,5924,3811,1154,9330,8983,5911,4012,1023,0
3142,9757,8987,5900,3667,923,12693,9000,6132,4311,1216,0
3143,10120,9029,6122,3901,1142,10219,9496,6025,3938,1013,0
3144,10573,8771,6110,4006,879,10898,9024,6084,4045,351,0
3145,10906,9362,5988,3838,1014,9709,8570,6020,4162,1053,1
3146,9474,9113,5960,4005,797,10032,9131,6326,4163,975,0
3147,9152,8926,5885,3975,1164,10103,9092,6043,3917,1053,0
3148,10265,8729,5820,3832,750,10040,8871,5899,3924,797,1
3149,10033,9109,6194,3955,804,8743,8885,6051,4054,866,1
3150,8581,8734,6115,4069,996,9548,9183,6022,3743,378,0
3151,9436,8724,5953,4089,769,9344,9282,5800,3847,864,1
3152,10768,8857,5965,3960,1048,9146,8799,6051,4031,1036,1
3153,10253,8928,5954,4152,1155,9421,9648,5809,4248,1092,1
3154,10076,9362,5947,4128,974,9322,9147,5982,4150,978,1
3155,9945,9249,6025,3760,1377,9414,8992,5951,3846,872,1
3156,9936,9108,5984,3947,902,9617,8878,6098,4161,1445,1
3157,11680,9277,6081,4090,1027,8594,9291,5910,3880,758,1
3158,9654,9219,6005,3947,675,12100,8872,5981,4099,843,0
3159,9824,8930,6040,4222,944,9417,8829,6235,4109,1256,1
3160,10921,9061,5922,4488,866,9801,8734,5934,4291,854,1
3161,10254,8700,5985,4172,721,10589,9012,5991,3841,657,1
3162,10012,9488,6026,3804,1391,10562,9047,5995,4134,1023,0
3163,9825,9207,6107,3919,694,11065,9008,6016,3962,737,0
3164,10531,8902,5932,4203,1145,9712,9305,6002,4101,630,0
3165,9933,9170,5985,4141,1311,10916,8577,5965,4075,805,0
3166,9625,9293,6257,4024,1271,10026,9234,6056,4069,791,0
3167,9705,8856,5958,4007,1097,10218,8792,6122,4265,1075,0
3168,10211,9021,5921,4180,1153,9709,9167,5815,4125,966,1
3169,10784,9314,6076,3975,856,9937,9063,5921,4042,843,1
3170,10516,9098,6048,3993,1176,10164,9128,6022,4011,973,1
3171,10788,9113,6114,3735,905,8828,8978,5886,3855,1045,1
3172,8673,8961,6072,4235,1266,9282,8493,5885,4208,1148,0
3173,10045,9126,6054,4142,806,11277,9180,5794,4153,674,0
3174,9449,9057,6099,3958,765,9036,8554,5874,4056,1169,1
3175,8483,9288,5868,3783,934,9890,9119,6025,3957,929,0
3176,9656,8834,6095,3996,1163,8493,9045,6156,3928,1185,1
3177,9954,9037,6176,3910,1053,10181,8958,6023,3881,837,0
3178,11410,8969,5969,4099,1051,9767,8984,5968,4050,1175,1
3179,8868,8879,5961,4084,832,10211,8700,5856,4328,651,0
3180,9421,8998,5826,3852,1110,9613,9039,5747,3678,908,0
3181,11197,9236,6004,4130,981,8355,9004,6063,4121,909,1
3182,9384,8938,6062,3857,818,10936,9006,5943,3769,758,0
3183,10386,9240,6069,4081,805,8244,8769,5825,4192,1273,1
3184,9445,9070,6140,4072,820,10338,8688,5784,4180,588,0
3185,9458,9088,5808,3816,1202,9386,8856,6037,3990,870,1
3186,9190,8859,6124,3956,1259,10240,8950,6034,3927,864,0
3187,10075,8888,6143,3887,1147,9477,8825,5995,3940,769,0
3188,10019,9086,6390,3978,1158,10760,9164,5982,3999,1167,0
3189,10931,9063,5919,3991,855,10042,8873,5938,3960,939,1
3190,9059,8811,6042,3765,911,9145,9010,6106,4159,819,0
3191,9674,8914,6020,4125,755,10436,9183,6030,3934,1226,0
3192,9824,8958,5949,3951,955,10169,9224,6187,3967,1502,0
3193,9960,9024,6061,3969,937,9501,9045,6289,4133,661,0
3194,10233,8907,6001,4162,809,8358,8984,5840,3659,819,1
3195,10633,8988,6071,4034,1088,10990,9273,6101,3967,1163,0
3196,10050,9279,5979,3968,975,10385,8706,6004,3840,1077,0
3197,9924,8806,6140,4320,1084,11632,9212,5928,3464,967,0
3198,9456,9482,6058,4033,1076,9740,8609,6110,3897,1223,1
3199,9214,8560,6022,4072,1223,9302,9065,6115,4144,841,0
3200,9856,9292,5879,4119,1172,10469,9006,6261,4003,892,0
3201,9986,9451,5910,3867,1272,9188,9068,6196,4142,650,1
3202,10273,8966,6153,4227,1292,9734,9281,5925,3926,1567,1
3203,10018,9011,5958,4046,870,10448,9206,6059,3845,827,0
3204,10283,8986,5926,3910,1140,11323,8922,5892,3957,499,0
3205,10048,9201,5984,3936,911,9123,8930,6003,4037,1212,1
3206,11543,9222,5970,3799,1017,10101,8945,6072,3700,742,1
3207,9890,8972,5981,4201,1190,9762,9074,6346,4053,895,1
3208,9762,9359,5948,3984,1012,8914,8803,6005,4007,1114,1
3209,10314,9096,5836,4000,926,9962,9298,5899,4019,1216,1
3210,10756,8879,5875,4203,1092,9428,8698,5897,3947,1299,1
3211,10288,9156,6210,4155,642,10106,9031,6106,4291,933,0
3212,8616,9088,6116,4107,1030,9989,8911,6062,4154,1075,0
3213,10815,8687,5935,4120,1268,10444,9198,5850,4016,1088,1
3214,10188,9049,5980,4084,761,9888,8889,5887,4174,929,1
3215,9243,8915,6110,4187,988,10157,8681,6105,3729,1316,0
3216,11010,9137,6229,3860,1293,10520,9005,6026,3928,999,1
3217,10937,8801,6054,3914,712,10249,9159,6004,4323,1061,1
3218,9697,9094,6102,3917,649,11106,8922,5879,4117,718,0
3219,10972,9140,6034,3931,951,9585,8906,6033,4056,937,1
3220,10868,9036,6095,3768,1076,9712,8769,5976,3925,1269,1
3221,8742,8843,6129,4152,873,10327,8628,6057,3986,1102,0
3222,10025,9189,5804,4085,717,10043,8765,5965,4115,1070,1
3223,10186,8781,5913,3953,747,8995,9043,5946,3883,818,1
3224,10769,9124,6167,3854,681,9317,9025,6100,4080,1035,1
3225,9544,9417,5863,4071,872,9518,8694,5884,3913,794,1
3226,10658,8808,5927,3970,1165,10582,9219,5986,4145,971,0
3227,11449,9137,5886,4166,1348,9578,8898,6122,4165,1240,1
3228,11248,9218,5895,3998,1393,9275,9195,5953,3881,1070,1
3229,9678,8751,5937,4030,1277,8906,8957,5911,4113,1541,1
3230,10720,8983,6059,3970,1061,8265,9382,5981,4064,1209,1
3231,9755,8726,5995,4015,927,11118,9058,5849,4043,1234,0
3232,9943,9170,5905,4091,742,11425,8823,6192,4107,904,0
3233,10232,8880,5859,3938,878,10966,9107,5875,4164,1124,0
3234,10233,9136,6087,4307,980,10330,8987,6064,3907,974,1
3235,9503,8859,6022,4156,1239,10552,8879,6012,3920,883,0
3236,9723,9256,6155,4059,1443,10387,8519,6132,3929,1127,0
3237,10964,9457,6073,4000,1087,9247,9018,6094,3975,1393,1
3238,10641,9380,6177,3749,898,9841,8916,5846,4199,1052,1
3239,10271,8657,5953,3922,1219,12031,9526,5913,3944,1213,0
3240,10127,8961,5908,3732,1138,10501,8922,5911,4125,1244,0
3241,9188,8921,6093,4158,943,9268,8798,6147,3972,1211,1
3242,9401,9153,6342,3808,1042,8997,9036,5948,3963,923,1
3243,9285,8744,6108,3831,1031,10253,9130,6163,3948,942,0
3244,10050,9310,5912,3843,1473,10722,8768,5888,4096,1005,0
3245,8913,8755,5959,4090,1039,8938,8809,5929,4040,961,0
3246,11220,8580,6082,4007,652,11015,9021,6217,4096,1019,0
3247,9918,8964,6101,3921,1028,9556,9235,5863,3950,672,0
3248,9809,9140,5788,3968,874,9139,9357,6009,3887,943,1
3249,9606,8840,5992,4036,712,9774,9371,6157,3910,1492,1
3250,8570,8989,5942,4185,1245,10633,8954,6030,3842,1169,0
3251,9412,8805,5976,4044,1061,9376,9061,6116,4046,883,0
3252,9869,9026,6025,3928,1009,10017,9187,6100,4154,987,0
3253,9539,9016,6177,3864,803,9664,9160,6083,4192,927,0
3254,10239,8929,5969,4028,940,10681,9257,5978,3880,1094,0
3255,9866,9360,5884,3926,1202,11098,9001,5940,3987,941,0
3256,9853,8962,6226,4094,858,10804,8695,6072,4179,975,0
3257,9849,9191,5999,3796,803,8962,8931,6023,4049,1068,1
3258,11770,9057,5996,4009,704,9893,8945,5783,4091,848,1
3259,9567,9091,6074,3948,859,9523,9092,6097,4160,1160,1
3260,9589,9284,5735,3764,1042,8425,8951,5984,3914,650,1
3261,10086,9203,5723,4034,982,9752,8959,6118,3986,804,1
3262,10670,9236,5863,3901,1375,9616,9113,6037,3774,1000,1
3263,10991,9310,6126,3860,853,9424,9119,6014,3895,777,1
3264,9987,9024,5925,4130,850,9922,9089,6075,3994,807,0
3265,8751,9428,5915,3778,1255,10546,8850,5873,4106,1017,0
3266,12005,8842,6130,3925,1125,10386,8906,5789,4005,1091,1
3267,11082,9082,6020,4089,1091,9579,8947,6187,4045,825,1
3268,10974,8716,5833,4574,950,10792,9143,6120,3866,959,1
3269,10099,9250,6048,4165,884,10239,8949,5972,4218,984,1
3270,10146,8969,5931,4154,1036,12149,9013,5990,3971,924,0
3271,9658,8828,5864,3567,1051,10003,9062,5843,3987,1171,0
3272,8688,8905,6095,3877,712,10239,9195,6106,3969,1210,0
3273,10399,8800,6107,4074,890,11450,9191,5971,4150,863,0
3274,9897,8849,5906,4113,1457,10409,8901,6081,4358,901,0
3275,10996,9458,6093,3937,964,10064,8829,5884,4118,697,1
3276,10624,9322,5992,4023,937,9980,8741,5948,3989,993,1
3277,11083,9386,5900,4331,881,10705,9083,5905,3844,1422,1
3278,9199,9084,5937,3971,1023,10007,8879,5935,3994,1207,0
3279,9818,8961,6159,4265,1193,9271,8917,6035,3850,935,1
3280,9403,9103,6203,4046,751,8790,9071,5972,3902,836,1
3281,8609,9355,5823,3876,1063,8454,9210,5860,4055,815,1
3282,10279,9127,6024,3906,978,8991,8812,6089,4022,1143,1
3283,9810,8790,6034,3860,1041,7796,9097,6133,4111,981,1
3284,10150,9133,6036,4121,1312,9080,8743,6066,4051,1109,1
3285,8864,9111,6093,3770,1059,9525,8990,5817,3789,657,0
3286,10399,8852,5831,3934,672,10143,9203,5993,4133,1017,1
3287,10239,8970,5992,4099,942,10516,9081,6087,3760,746,0
3288,10363,9065,6023,4018,981,8847,8653,6219,4170,839,1
3289,10322,9357,5956,3967,1192,9797,8791,6006,4145,938,1
3290,9599,8867,5774,3691,841,11411,8972,6064,4002,1369,0
3291,10245,9097,6017,4078,971,10881,8867,5998,4213,1268,1
3292,9481,9089,5939,4122,992,9995,8929,6186,3923,1092,1
3293,9127,8988,6052,4256,1052,9311,9197,6143,4015,939,1
3294,9495,9003,5867,3901,1038,9356,9284,5998,4011,1109,1
3295,8925,8786,5876,3674,943,10637,8984,6098,4055,1101,0
3296,10905,9070,5757,3996,1113,10409,9163,5761,4078,1198,1
3297,10136,9071,5806,3979,771,10191,9063,6013,4028,1125,1
3298,8569,8956,6031,4085,1052,9295,9217,6203,4061,985,0
3299,9829,9323,6117,4048,1036,11437,8939,6083,4030,914,0
3300,11388,9033,6009,3867,1103,9789,8860,6029,3991,768,1
3301,9460,8919,5958,4046,833,9173,9550,6056,4012,777,1
3302,9975,8739,6075,4055,774,9682,8474,5884,3997,903,1
3303,10362,8822,6103,4031,999,11702,8980,5984,3821,950,0
3304,10355,9459,6090,3993,1174,10716,8707,5920,3938,784,0
3305,9735,8918,5757,3905,994,10478,9307,6088,3881,1223,0
3306,10190,9040,6080,3965,1414,11027,8887,5826,4101,870,0
3307,9447,8695,6014,3882,867,9464,8898,5897,3875,856,0
3308,9131,8863,6037,4148,1312,9076,9319,5812,4022,1271,0
